Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-04-22,01:00:00,92.3419,92.3753,92.2715,92.3283,0,0
2015-04-22,02:00:00,92.3283,92.354,92.2771,92.2928,0,0
2015-04-22,03:00:00,92.2928,92.3711,92.2388,92.3562,0,0
2015-04-22,04:00:00,92.3609,92.9953,92.3265,92.8748,0,0
2015-04-22,05:00:00,92.8813,92.9917,92.8564,92.8965,0,0
2015-04-22,06:00:00,92.8965,92.923,92.7899,92.8321,0,0
2015-04-22,07:00:00,92.8249,92.9299,92.8152,92.9119,0,0
2015-04-22,08:00:00,92.9119,92.9238,92.8182,92.8703,0,0
2015-04-22,09:00:00,92.8636,92.9989,92.8108,92.9334,0,0
2015-04-22,10:00:00,92.9348,93.1297,92.931,93.0448,0,0
2015-04-22,11:00:00,93.0464,93.2043,92.89,93.122,0,0
2015-04-22,12:00:00,93.1281,93.1934,93.0743,93.1516,0,0
2015-04-22,13:00:00,93.1501,93.1932,93.0523,93.0675,0,0
2015-04-22,14:00:00,93.0729,93.1691,93.0114,93.0387,0,0
2015-04-22,15:00:00,93.035,93.1706,92.985,93.0568,0,0
2015-04-22,16:00:00,93.0581,93.0926,92.8849,93.0426,0,0
2015-04-22,17:00:00,93.0407,93.1083,92.8584,93.0164,0,0
2015-04-22,18:00:00,93.0132,93.1941,92.9712,93.1654,0,0
2015-04-22,19:00:00,93.1654,93.1854,93.0575,93.1343,0,0
2015-04-22,20:00:00,93.132,93.2057,93.1267,93.1512,0,0
2015-04-22,21:00:00,93.1528,93.1993,93.0965,93.1472,0,0
2015-04-22,22:00:00,93.1502,93.1884,93.0774,93.1045,0,0
2015-04-22,23:00:00,93.1068,93.1068,92.9143,92.9989,0,0
2015-04-22,23:59:00,92.9997,93.0514,92.8831,92.9279,0,0
2015-04-23,01:00:00,92.9272,92.9594,92.8648,92.9465,0,0
2015-04-23,02:00:00,92.9479,93.0262,92.9211,92.9211,0,0
2015-04-23,03:00:00,92.9065,92.9566,92.695,92.8353,0,0
2015-04-23,04:00:00,92.836,92.9282,92.6628,92.8195,0,0
2015-04-23,05:00:00,92.817,92.9089,92.6574,92.7143,0,0
2015-04-23,06:00:00,92.726,92.9076,92.6987,92.8947,0,0
2015-04-23,07:00:00,92.906,92.9956,92.855,92.8889,0,0
2015-04-23,08:00:00,92.8883,92.9351,92.8088,92.8451,0,0
2015-04-23,09:00:00,92.8472,92.8669,92.5846,92.597,0,0
2015-04-23,10:00:00,92.5983,92.7247,92.591,92.6977,0,0
2015-04-23,11:00:00,92.6984,92.8396,92.6747,92.8165,0,0
2015-04-23,12:00:00,92.8153,92.8732,92.6658,92.6901,0,0
2015-04-23,13:00:00,92.6916,92.7351,92.5562,92.628,0,0
2015-04-23,14:00:00,92.624,92.8648,92.617,92.7994,0,0
2015-04-23,15:00:00,92.8026,92.8361,92.6299,92.6899,0,0
2015-04-23,16:00:00,92.6876,92.8435,92.6855,92.8312,0,0
2015-04-23,17:00:00,92.8231,93.0865,92.7742,92.9553,0,0
2015-04-23,18:00:00,92.9621,93.1565,92.9474,93.1489,0,0
2015-04-23,19:00:00,93.148,93.1788,93.0412,93.1406,0,0
2015-04-23,20:00:00,93.145,93.1854,93.0283,93.0396,0,0
2015-04-23,21:00:00,93.0374,93.0644,92.9129,92.9367,0,0
2015-04-23,22:00:00,92.9412,92.9859,92.9127,92.9851,0,0
2015-04-23,23:00:00,92.9768,93.0777,92.9723,93.0187,0,0
2015-04-23,23:59:00,93.0195,93.0619,92.9759,93.0504,0,0
