Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-04-22,01:00:00,0.95553,0.95579,0.95537,0.95544,0,0
2015-04-22,02:00:00,0.95543,0.95555,0.95476,0.95502,0,0
2015-04-22,03:00:00,0.955,0.95622,0.955,0.95595,0,0
2015-04-22,04:00:00,0.95594,0.95607,0.9548,0.95563,0,0
2015-04-22,05:00:00,0.95563,0.95589,0.95492,0.95551,0,0
2015-04-22,06:00:00,0.95551,0.95556,0.95501,0.95541,0,0
2015-04-22,07:00:00,0.95541,0.95542,0.95425,0.95433,0,0
2015-04-22,08:00:00,0.95432,0.95481,0.95363,0.95465,0,0
2015-04-22,09:00:00,0.95465,0.95564,0.95226,0.95276,0,0
2015-04-22,10:00:00,0.95274,0.95523,0.95215,0.95429,0,0
2015-04-22,11:00:00,0.95431,0.95512,0.95047,0.95189,0,0
2015-04-22,12:00:00,0.95198,0.95198,0.95053,0.95126,0,0
2015-04-22,13:00:00,0.95126,0.95478,0.95092,0.95438,0,0
2015-04-22,14:00:00,0.95459,0.95713,0.95427,0.957,0,0
2015-04-22,15:00:00,0.95701,0.96538,0.95688,0.96375,0,0
2015-04-22,16:00:00,0.96375,0.96494,0.96262,0.96264,0,0
2015-04-22,17:00:00,0.96239,0.96573,0.96239,0.96564,0,0
2015-04-22,18:00:00,0.96579,0.96895,0.96575,0.96646,0,0
2015-04-22,19:00:00,0.96646,0.96802,0.96614,0.9671,0,0
2015-04-22,20:00:00,0.96711,0.96867,0.96695,0.96867,0,0
2015-04-22,21:00:00,0.9687,0.96984,0.96767,0.96977,0,0
2015-04-22,22:00:00,0.96971,0.97064,0.96878,0.97003,0,0
2015-04-22,23:00:00,0.97009,0.97159,0.96998,0.97159,0,0
2015-04-22,23:59:00,0.97154,0.97165,0.9701,0.97088,0,0
2015-04-23,01:00:00,0.97087,0.97105,0.96934,0.97004,0,0
2015-04-23,02:00:00,0.96992,0.97004,0.96883,0.96974,0,0
2015-04-23,03:00:00,0.96972,0.9719,0.96919,0.97145,0,0
2015-04-23,04:00:00,0.97147,0.9719,0.97071,0.97114,0,0
2015-04-23,05:00:00,0.97111,0.97154,0.97046,0.9708,0,0
2015-04-23,06:00:00,0.9708,0.9711,0.96972,0.96972,0,0
2015-04-23,07:00:00,0.96971,0.97076,0.96966,0.97045,0,0
2015-04-23,08:00:00,0.97053,0.97053,0.96914,0.96964,0,0
2015-04-23,09:00:00,0.96965,0.97067,0.9685,0.96886,0,0
2015-04-23,10:00:00,0.96901,0.97056,0.96773,0.96992,0,0
2015-04-23,11:00:00,0.96995,0.97019,0.96603,0.96645,0,0
2015-04-23,12:00:00,0.96654,0.96681,0.96311,0.96317,0,0
2015-04-23,13:00:00,0.96321,0.96493,0.96291,0.96492,0,0
2015-04-23,14:00:00,0.96503,0.96694,0.96385,0.96433,0,0
2015-04-23,15:00:00,0.96432,0.96571,0.96361,0.96367,0,0
2015-04-23,16:00:00,0.96366,0.96548,0.96279,0.96366,0,0
2015-04-23,17:00:00,0.9637,0.96446,0.9548,0.95524,0,0
2015-04-23,18:00:00,0.95529,0.95646,0.95396,0.95527,0,0
2015-04-23,19:00:00,0.9552,0.95575,0.95379,0.95413,0,0
2015-04-23,20:00:00,0.95413,0.95457,0.95312,0.95416,0,0
2015-04-23,21:00:00,0.95418,0.95472,0.9531,0.95472,0,0
2015-04-23,22:00:00,0.95473,0.95509,0.95394,0.95409,0,0
2015-04-23,23:00:00,0.95402,0.95498,0.95384,0.95464,0,0
2015-04-23,23:59:00,0.95449,0.95465,0.95406,0.95442,0,0
2015-04-24,01:00:00,0.95432,0.95579,0.95424,0.9557,0,0
